type,phenomenon,dataset,underspecified sentence,control sentence,und length in words,control length in words,und word length,control word length,und length in characters,control length in characters,und average concreteness,control average concreteness,und average AoA,control average AoA,und average word frequency,control average word frequency
3,Fused head,CLAIRE,"The second is the Random tab, which gives you a random quiz, survey, or story picked from databases. ","The second rule is the Random tab, which gives you a random quiz, survey, or story picked from databases. ",18,19,4.611111111,4.578947368,101,106,2.565214928,2.565466774,7.960731589,7.790166769,0.110473005,0.104790381
3,Fused head,CLAIRE,"Though many pride themselves on being good multitaskers, the reality is that the quality of what you are doing is often degraded when doing more than one thing at once. ","Though many families pride themselves on being good multitaskers, the reality is that the quality of what you are doing is often degraded when doing more than one thing at once. ",30,31,4.633333333,4.741935484,169,178,2.304960029,2.328550575,6.624961982,6.766093308,0.129265672,0.125161693
3,Fused head,CLAIRE,"Don't quickly involve a third, do that only when it's necessary and make sure that you choose the right person. ","Don't quickly involve a third friend, do that only when it's necessary and make sure that you choose the right person. ",20,21,4.6,4.666666667,112,119,2.364753391,2.415955611,6.291900913,6.210407489,0.125962877,0.120161185
3,Fused head,CLAIRE,Don't use your pinky as a gauge as the oils from your skin will damage the hairs on the bow. ,Don't use your pinky pencil as a gauge as the oils from your skin will damage the hairs on the bow. ,20,21,3.65,3.761904762,93,100,2.598753391,2.707384182,6.662138867,6.538227492,0.206012065,0.196213344
3,Fused head,CLAIRE,"These are the only places where you can retrieve a pawn, so this should be the closest to the castle. ","These are the only places where you can retrieve a pawn, so this division should be the closest to the castle. ",20,21,4.1,4.285714286,102,111,2.371566739,2.391968323,6.815207424,6.845435642,0.227010481,0.216344373
3,Fused head,CLAIRE,"If you have a photo from the party that includes the person and guest of honor or one of the whole group, include that as well. ","If you have a photo from the party that includes the person and guest of honor or one of the whole group, include that frame as well. ",26,27,3.923076923,3.962962963,128,134,2.529425686,2.595002512,5.823964395,5.892336084,0.229803528,0.221366053
3,Fused head,CLAIRE,This will help you feel more confident about going to the School Dance in Middle School. ,This tournament will help you feel more confident about going to the School Dance in Middle School. ,16,17,4.5625,4.882352941,89,100,2.637583424,2.724196164,6.943808396,6.995937314,0.139774517,0.131607249
3,Fused head,CLAIRE,Studies have shown that exercise is one of the most effective to prevent falls. ,Studies have shown that exercise is one of the most effective ways to prevent falls. ,14,15,4.714285714,4.666666667,80,85,2.386609565,2.360835594,7.54002631,7.770693427,0.184406726,0.172280403
3,Fused head,CLAIRE,These will help you figure out what you need to do and motivate you to meet those goals. ,These measurements will help you figure out what you need to do and motivate you to meet those goals. ,18,19,3.944444444,4.368421053,89,102,2.673474106,2.692568467,5.564712341,5.850781853,0.123675927,0.117199816
3,Fused head,CLAIRE,(Don't worry about the rough edges in this; the stitching engine will smooth it all out later on.) ,(Don't worry about the rough edges in this window; the stitching engine will smooth it all out later on.) ,18,19,4.5,4.578947368,99,106,2.864170435,2.826056201,6.584669959,6.497698909,0.151574018,0.150940861
3,Fused head,CLAIRE,Is this good or bad? ,Is this change good or bad? ,5,6,3.2,3.666666667,21,28,2.314506783,2.410422319,6.925177627,6.480981356,0.05349736,0.046098268
3,Fused head,CLAIRE,But use this sparingly! ,But use this notion sparingly! ,4,5,5.0,5.2,24,31,2.748133479,2.584506783,7.858071534,8.508457227,0.042704056,0.034227033
3,Fused head,CLAIRE,Do not actually strike a training partner with this. ,Do not actually strike a training partner with this move. ,9,10,4.888888889,4.8,53,58,2.653614879,2.602253391,6.961480793,6.758554713,0.073087511,0.079733162
3,Fused head,CLAIRE,"Note: The best time for finding the Andromeda galaxy is between August through to late March, so if you're experiencing difficulties locating it, bookmark this and try again later. ","Note: The best time for finding the Andromeda galaxy is between August through to late March, so if you're experiencing difficulties locating it, bookmark this schedule and try again later. ",29,30,5.24137931,5.333333333,181,190,2.566515053,2.596964551,7.803363651,7.792251529,0.098740493,0.095542079
3,Fused head,CLAIRE,Then this is for you! ,Then this journey is for you! ,5,6,3.4,4.0,22,30,2.286506783,2.333755652,8.46420644,8.3318387,0.119909693,0.100063318
3,Fused head,CLAIRE,Soaking in ice water is a good way to speed this up. ,Soaking in ice water is a good way to speed this up work. ,12,13,3.416666667,3.461538462,53,58,2.77521116,2.856348763,5.728569184,5.512375169,0.139165816,0.131220271
3,Fused head,CLAIRE,"This can be a diversion, but in times when nothing seems to keep kids amused, this can let your kids run off some steam. ","This film can be a diversion, but in times when nothing seems to keep kids amused, this can let your kids run off some steam. ",24,25,4.041666667,4.04,121,126,2.833388949,2.908453391,5.787014639,5.833534053,0.077902917,0.074987524
3,Fused head,CLAIRE,You can live permanently as a single in a happiness that is unimaginable for ordinary people. ,You can live permanently as a single women in a happiness that is unimaginable for ordinary people. ,16,17,4.875,4.882352941,94,100,2.36578337,2.405223581,6.991529142,7.22732349,0.120193839,0.113740228
3,Fused head,CLAIRE,"While donating may work great for some, it's not a feasible option for everyone. ","While donating may work great for some purpose, it's not a feasible option for everyone. ",14,15,4.785714286,4.933333333,81,89,2.445095342,2.447422319,7.787772096,7.591718222,0.077815586,0.074209349
3,Fused head,CLAIRE,Time will heal all. ,Time will heal all mistakes. ,4,5,4.0,4.8,20,29,2.935633479,2.802506783,9.250016534,8.247916227,0.014734622,0.029271038
3,Fused head,CLAIRE,Poor soil drainage may be the most difficult and costly to correct. ,Poor soil drainage may be the most difficult and costly rust to correct. ,12,13,4.666666667,4.615384615,68,73,2.576044493,2.725579532,7.38712535,7.415038785,0.187278922,0.17288492
3,Fused head,CLAIRE,Some will request your permission to do so while others will warn about this before starting the update. ,Some services will request your permission to do so while others will warn about this before starting the update. ,18,19,4.833333333,5.0,105,114,2.273822271,2.313950938,6.830722404,7.050159807,0.112789867,0.108132519
3,Fused head,CLAIRE,This goes well with pasta dishes and crusty bread. ,This spaghetti goes well with pasta dishes and crusty bread. ,9,10,4.666666667,5.1,51,61,3.01653343,3.214880087,8.064420808,7.690978727,0.07976015,0.071793467
3,Fused head,CLAIRE,A cleaner will not scrub this away. ,A cleaner will not scrub this stench away. ,7,8,4.142857143,4.375,36,43,2.938933416,3.052816739,7.544302876,7.747515017,0.044677613,0.039095659
3,Fused head,CLAIRE,"Some men find this improves their symptoms of BPH, though it’s not scientifically proven to help. ","Some men find this treatments improves their symptoms of BPH, though it’s not scientifically proven to help. ",16,17,5.125,5.411764706,98,109,2.611725109,2.636698159,8.417666913,8.569570804,0.088467617,0.083295017
3,Fused head,CLAIRE,The following will help you: ,The following instruction will help you: ,5,6,4.8,5.833333333,29,41,2.820506783,2.912088986,7.878225227,7.810187689,0.01894537,0.015968306
3,Fused head,CLAIRE,"No matter where you buy those clothes, the important is how the clothes make you feel. ","No matter where you buy those clothes, the important focus is how the clothes make you feel. ",16,17,4.4375,4.470588235,87,93,2.723050054,2.701105934,6.363464517,6.478554839,0.15998728,0.150743121
3,Fused head,CLAIRE,Then this is for you. ,Then this present is for you. ,5,6,3.4,4.0,22,30,2.286506783,2.470422319,8.46420644,7.858505367,0.119909693,0.100640954
3,Fused head,CLAIRE,"If your bruise is very large, you may need to see a doctor about it, because it may be a life-threatening. ","If your bruise is very large, you may need to see a doctor about it, because it may be a life-threatening bruise. ",21,22,4.095238095,4.181818182,107,114,2.57547942,2.596424308,5.956102207,6.185371791,0.102524679,0.097867932
3,Fused head,CLAIRE,"These are known as continuous birth control pills, and many doctors assure that they are just as safe as other forms of hormonal birth control. ","These types are known as continuous birth control pills, and many doctors assure that they are just as safe as other forms of hormonal birth control. ",25,26,4.76,4.769230769,144,150,2.398853391,2.423369298,8.059692782,8.172782793,0.076554195,0.073737927
3,Fused head,CLAIRE,"If the mixture seems too dry when you mix it together, you can add more. ","If the mixture seems too dry when you mix it together, you can add more mold. ",15,16,3.866666667,3.875,73,78,3.122337855,3.075316739,6.477844418,6.309308142,0.099503248,0.097457396
3,Fused head,CLAIRE,"Generally, Schedule C will ask for the following: ","Generally, Schedule C will ask for the following schedule: ",8,9,5.25,5.555555556,50,59,2.545633479,2.577229759,7.849074034,7.667072474,0.164997843,0.14772472
3,Fused head,CLAIRE,These usually go away in a few minutes. ,These vibrations usually go away in a few minutes. ,8,9,4.0,4.666666667,40,51,2.554066739,2.607644541,6.7521894,7.22417203,0.098967843,0.087978322
3,Fused head,CLAIRE,The container must be exactly the same as the containers you used to collect the water. ,The container must be exactly the same quantity as the containers you used to collect the water. ,16,17,4.5,4.705882353,88,97,2.496800054,2.524635345,6.579284329,6.845797016,0.243688014,0.229450355
3,Fused head,CLAIRE,"This coats the throat, numbing it. ","This water coats the throat, numbing it. ",6,7,4.833333333,4.857142857,35,41,2.830844638,3.140723975,9.830652056,8.76484462,0.166736611,0.14424576
3,Fused head,CLAIRE,"If one party knowingly fails to comply with the terms of the contract, the other may terminate the contract. ","If one party knowingly fails to comply with the terms of the contract, the other broker may terminate the contract. ",19,20,4.736842105,4.8,109,116,2.388491304,2.470566739,7.12655939,7.31723142,0.282710619,0.268605054
3,Fused head,CLAIRE,This helps reduce the yoke pressure. ,This configuration helps reduce the yoke pressure. ,6,7,5.166666667,6.285714286,37,51,2.894800145,2.84411441,8.893974367,9.291978029,0.167200008,0.143546399
3,Fused head,CLAIRE,"Please don't edit these, unless you want to correct spelling and/or grammar mistakes. ","Please don't edit these steps, unless you want to correct spelling and/or grammar mistakes. ",13,14,5.615384615,5.571428571,86,92,2.846256522,2.787952485,7.834730872,7.733978667,0.051891244,0.049854997
3,Fused head,CLAIRE,Both use the self-invented GIFT system with a high-encryption standard. ,Both projects use the self-invented GIFT system with a high-encryption standard. ,10,11,6.2,6.363636364,72,81,2.579133479,2.620691067,8.071929434,8.338120673,0.157875815,0.143887341
3,Fused head,CLAIRE,This will help you get on the team! ,This glove will help you get on the team! ,8,9,3.5,3.666666667,36,42,2.805316739,3.045837102,6.085619892,5.887217682,0.175373472,0.155910172
3,Fused head,CLAIRE,"By having your original intentions for the story in mind, you'll know what you had hoped to do with the story and will be able to assess whether you accomplished that or not. ","By having your original intentions for the story in mind, you'll know what you had hoped to do with the story and will be able to assess whether you accomplished that objective or not. ",33,34,4.303030303,4.441176471,175,185,2.329321265,2.319635345,6.68894414,6.866328135,0.160094464,0.155414372
3,Fused head,CLAIRE,This will help the lender decide whether the house value is worth the loan you are applying for. ,This processing will help the lender decide whether the house value is worth the loan you are applying for. ,18,19,4.388888889,4.684210526,97,108,2.503822271,2.478884256,7.382148519,7.528877544,0.197314275,0.18705554
3,Fused head,CLAIRE,"If slightly different answers are needed, be sure to create different statements for each, and make sure your answer fits the question being asked. ","If slightly different answers are needed, be sure to create different statements for each applicants, and make sure your answer fits the question being asked. ",24,25,5.166666667,5.36,148,159,2.342661196,2.330154748,7.178413939,7.089418742,0.113017757,0.109086423
